question_id,dataset_source,task_complexity,complexity_score,acc_per_1k_tokens_adaptive,acc_per_1k_tokens_single-agent,acc_per_1k_tokens_static_multi-agent,is_correct_adaptive,is_correct_single-agent,is_correct_static_multi-agent,routing_decision_adaptive,routing_decision_single-agent,routing_decision_static_multi-agent,token_cost_adaptive,token_cost_single-agent,token_cost_static_multi-agent
DDXPLUS_418037,DDXPlus,Complex,0.4739,0.431,1.5106,0.2354,1,1,1,group-2,solo,group-3,2320,662,4248
DDXPLUS_418693,DDXPlus,Complex,0.5851,0.4112,1.845,0.2264,1,1,1,group-2,solo,group-3,2432,542,4416
DDXPLUS_419056,DDXPlus,Complex,0.4102,0.4417,0.0,0.2402,1,0,1,group-2,solo,group-3,2264,424,4164
DDXPLUS_422331,DDXPlus,Moderate,0.2372,2.2371,2.2371,0.0,1,1,0,solo,solo,group-3,447,447,3711
DDXPLUS_422816,DDXPlus,Complex,0.6867,0.2002,0.0,0.2002,1,0,1,group-3,solo,group-3,4995,760,4995
DDXPLUS_42287,DDXPlus,Complex,0.6597,0.0,1.6556,0.0,0,1,0,group-3,solo,group-3,4644,604,4644
DDXPLUS_42395,DDXPlus,Complex,0.5397,0.4444,1.4451,0.2414,1,1,1,group-2,solo,group-3,2250,692,4143
DDXPLUS_424897,DDXPlus,Complex,0.4657,0.4363,1.773,0.2378,1,1,1,group-2,solo,group-3,2292,564,4206
DDXPLUS_425852,DDXPlus,Complex,0.5746,0.0,1.8868,0.0,0,1,0,group-2,solo,group-3,2455,530,4452
DDXPLUS_426633,DDXPlus,Complex,0.7347,0.1988,1.2706,0.1988,1,1,1,group-3,solo,group-3,5031,787,5031
DDXPLUS_426800,DDXPlus,Complex,0.4501,0.4686,0.0,0.0,1,0,0,group-2,solo,group-3,2134,443,3946
DDXPLUS_42831,DDXPlus,Complex,0.4542,0.439,1.7153,0.2389,1,1,1,group-2,solo,group-3,2278,583,4185
DDXPLUS_428631,DDXPlus,Complex,0.4477,0.4405,1.3661,0.2396,1,1,1,group-2,solo,group-3,2270,732,4173
DDXPLUS_429596,DDXPlus,Moderate,0.2903,2.3364,2.3364,0.2591,1,1,1,solo,solo,group-3,428,428,3860
DDXPLUS_431288,DDXPlus,Moderate,0.1849,3.6765,3.6765,0.2894,1,1,1,solo,solo,group-3,272,272,3456
DDXPLUS_431549,DDXPlus,Complex,0.4361,0.0,0.0,0.0,0,0,0,group-2,solo,group-3,2323,595,4254
DDXPLUS_432503,DDXPlus,Complex,0.7903,0.0,1.224,0.0,0,1,0,group-3,solo,group-3,5316,817,5316
DDXPLUS_433204,DDXPlus,Moderate,0.2117,3.8911,3.8911,0.2912,1,1,1,solo,solo,group-3,257,257,3434
DDXPLUS_433412,DDXPlus,Complex,0.439,0.0,0.0,0.0,0,0,0,group-2,solo,group-3,2300,557,4217
DDXPLUS_433740,DDXPlus,Complex,0.4397,0.4695,2.2222,0.2523,1,1,1,group-2,solo,group-3,2130,450,3964
DDXPLUS_43438,DDXPlus,Complex,0.5969,0.4062,0.0,0.2258,1,0,1,group-2,solo,group-3,2462,622,4429
DDXPLUS_436443,DDXPlus,Complex,0.5421,0.4191,1.9802,0.23,1,1,1,group-2,solo,group-3,2386,505,4347
DDXPLUS_437033,DDXPlus,Moderate,0.1849,3.8023,3.8023,0.3134,1,1,1,solo,solo,group-3,263,263,3191
DDXPLUS_437235,DDXPlus,Complex,0.4807,0.0,1.9342,0.2272,0,1,1,group-2,solo,group-3,2422,517,4401
DDXPLUS_440591,DDXPlus,Complex,0.3997,1.6667,1.6667,0.2509,1,1,1,solo,solo,group-3,600,600,3986
DDXPLUS_441238,DDXPlus,Moderate,0.1349,3.4247,3.4247,0.3252,1,1,1,solo,solo,group-3,292,292,3075
DDXPLUS_441754,DDXPlus,Complex,0.4368,0.0,1.5152,0.0,0,1,0,group-2,solo,group-3,2156,660,3954
DDXPLUS_441816,DDXPlus,Moderate,0.2882,2.8409,2.8409,0.3054,1,1,1,solo,solo,group-3,352,352,3274
DDXPLUS_441928,DDXPlus,Complex,0.5544,0.0,0.0,0.0,0,0,0,group-2,solo,group-3,2412,546,4386
DDXPLUS_442220,DDXPlus,Moderate,0.3338,1.497,1.497,0.0,1,1,0,solo,solo,group-3,668,668,3936
DDXPLUS_442789,DDXPlus,Complex,0.5636,0.0,1.7241,0.2252,0,1,1,group-2,solo,group-3,2447,580,4440
DDXPLUS_443132,DDXPlus,Complex,0.4409,0.0,2.3753,0.0,0,1,0,group-2,solo,group-3,2122,421,3951
DDXPLUS_443155,DDXPlus,Complex,0.81,0.0879,1.2165,0.1908,1,1,1,MDT,solo,group-3,11380,822,5241
DDXPLUS_443689,DDXPlus,Complex,0.586,0.3994,1.6978,0.221,1,1,1,group-2,solo,group-3,2504,589,4524
DDXPLUS_443931,DDXPlus,Complex,0.4478,0.4448,0.0,0.2415,1,0,1,group-2,solo,group-3,2248,609,4140
DDXPLUS_444360,DDXPlus,Complex,0.4943,0.4448,1.5552,0.2415,1,1,1,group-2,solo,group-3,2248,643,4140
DDXPLUS_444823,DDXPlus,Complex,0.4671,0.4333,2.2321,0.2364,1,1,1,group-2,solo,group-3,2308,448,4230
DDXPLUS_444946,DDXPlus,Complex,0.3977,2.5189,2.5189,0.2697,1,1,1,solo,solo,group-3,397,397,3708
DDXPLUS_445028,DDXPlus,Moderate,0.237,0.0,0.0,0.2813,0,0,1,solo,solo,group-3,394,394,3555
DDXPLUS_445067,DDXPlus,Complex,0.5208,0.0,1.8382,0.0,0,1,0,group-2,solo,group-3,2430,544,4413
DDXPLUS_445531,DDXPlus,Complex,0.792,0.1952,0.0,0.1952,1,0,1,group-3,solo,group-3,5124,900,5124
DDXPLUS_446660,DDXPlus,Moderate,0.321,1.9646,1.9646,0.2701,1,1,1,solo,solo,group-3,509,509,3702
DDXPLUS_447365,DDXPlus,Moderate,0.2353,1.9881,1.9881,0.2741,1,1,1,solo,solo,group-3,503,503,3648
DDXPLUS_447525,DDXPlus,Complex,0.4612,0.4655,0.0,0.2506,1,0,1,group-2,solo,group-3,2148,429,3990
DDXPLUS_447548,DDXPlus,Complex,0.7489,0.1963,1.0417,0.1963,1,1,1,group-3,solo,group-3,5094,960,5094
DDXPLUS_447591,DDXPlus,Moderate,0.1828,2.8169,2.8169,0.303,1,1,1,solo,solo,group-3,355,355,3300
DDXPLUS_450011,DDXPlus,Complex,0.4678,0.4318,1.7575,0.2357,1,1,1,group-2,solo,group-3,2316,569,4242
DDXPLUS_451424,DDXPlus,Complex,0.3866,1.5848,1.5848,0.0,1,1,0,solo,solo,group-3,631,631,4068
DDXPLUS_451955,DDXPlus,Complex,0.6637,0.0,1.171,0.0,0,1,0,group-3,solo,group-3,4734,854,4734
DDXPLUS_452312,DDXPlus,Complex,0.86,0.0819,0.9862,0.1716,1,1,1,MDT,solo,group-3,12208,1014,5827
DDXPLUS_452315,DDXPlus,Moderate,0.1656,2.4752,2.4752,0.0,1,1,0,solo,solo,group-3,404,404,3270
DDXPLUS_452798,DDXPlus,Complex,0.6174,0.2171,0.0,0.2171,1,0,1,group-3,solo,group-3,4606,809,4606
DDXPLUS_454671,DDXPlus,Complex,0.5268,0.4617,1.912,0.249,1,1,1,group-2,solo,group-3,2166,523,4016
DDXPLUS_456447,DDXPlus,Complex,0.4039,0.4735,2.2936,0.2541,1,1,1,group-2,solo,group-3,2112,436,3936
DDXPLUS_456542,DDXPlus,Complex,0.4846,0.4437,1.8762,0.241,1,1,1,group-2,solo,group-3,2254,533,4149
DDXPLUS_456832,DDXPlus,Complex,0.3905,0.0,0.0,0.0,0,0,0,solo,solo,group-3,542,542,3918
DDXPLUS_457045,DDXPlus,Complex,0.604,0.2218,1.6077,0.2218,1,1,1,group-3,solo,group-3,4509,622,4509
DDXPLUS_458553,DDXPlus,Moderate,0.3532,0.0,0.0,0.2603,0,0,1,solo,solo,group-3,406,406,3841
DDXPLUS_458790,DDXPlus,Complex,0.7356,0.2074,1.4771,0.2074,1,1,1,group-3,solo,group-3,4821,677,4821
DDXPLUS_458850,DDXPlus,Complex,0.4401,0.4355,0.0,0.2374,1,0,1,group-2,solo,group-3,2296,464,4212
DDXPLUS_458966,DDXPlus,Complex,0.674,0.2137,1.4859,0.2137,1,1,1,group-3,solo,group-3,4680,673,4680
DDXPLUS_459915,DDXPlus,Complex,0.732,0.1991,1.0493,0.1991,1,1,1,group-3,solo,group-3,5022,953,5022
DDXPLUS_460278,DDXPlus,Complex,0.4943,0.0,1.8315,0.0,0,1,0,group-2,solo,group-3,2298,546,4215
DDXPLUS_462711,DDXPlus,Complex,0.5096,0.4448,2.0161,0.2445,1,1,1,group-2,solo,group-3,2248,496,4090
DDXPLUS_462846,DDXPlus,Complex,0.598,0.0,1.6529,0.0,0,1,0,group-2,solo,group-3,2462,605,4461
DDXPLUS_46815,DDXPlus,Complex,0.4094,0.4421,0.0,0.2403,1,0,1,group-2,solo,group-3,2262,446,4161
DDXPLUS_468263,DDXPlus,Moderate,0.1501,6.3694,6.3694,0.3183,1,1,1,solo,solo,group-3,157,157,3142
DDXPLUS_468821,DDXPlus,Moderate,0.3344,2.9674,2.9674,0.28,1,1,1,solo,solo,group-3,337,337,3571
DDXPLUS_469273,DDXPlus,Moderate,0.1369,4.3103,4.3103,0.2937,1,1,1,solo,solo,group-3,232,232,3405
DDXPLUS_469937,DDXPlus,Complex,0.5062,0.425,1.7153,0.2326,1,1,1,group-2,solo,group-3,2353,583,4299
DDXPLUS_47033,DDXPlus,Moderate,0.1654,5.291,5.291,0.3018,1,1,1,solo,solo,group-3,189,189,3313
DDXPLUS_470997,DDXPlus,Complex,0.4462,0.4826,1.6779,0.258,1,1,1,group-2,solo,group-3,2072,596,3876
DDXPLUS_47145,DDXPlus,Complex,0.5263,0.0,0.0,0.0,0,0,0,group-2,solo,group-3,2256,506,4150
DDXPLUS_471610,DDXPlus,Complex,0.6221,0.2173,1.2315,0.2173,1,1,1,group-3,solo,group-3,4602,812,4602
DDXPLUS_472141,DDXPlus,Complex,0.57,0.3994,1.2376,0.221,1,1,1,group-2,solo,group-3,2504,808,4524
DDXPLUS_472803,DDXPlus,Complex,0.4521,0.0,0.0,0.0,0,0,0,group-2,solo,group-3,2104,426,3923
DDXPLUS_47295,DDXPlus,Complex,0.728,0.2018,1.3038,0.2018,1,1,1,group-3,solo,group-3,4955,767,4955
DDXPLUS_473350,DDXPlus,Complex,0.3955,2.1459,2.1459,0.2685,1,1,1,solo,solo,group-3,466,466,3725
DDXPLUS_474113,DDXPlus,Complex,0.703,0.0,0.0,0.0,0,0,0,group-3,solo,group-3,4893,827,4893
DDXPLUS_474174,DDXPlus,Complex,0.5156,0.4165,1.8587,0.2288,1,1,1,group-2,solo,group-3,2401,538,4371
DDXPLUS_47543,DDXPlus,Complex,0.3935,1.9268,1.9268,0.2514,1,1,1,solo,solo,group-3,519,519,3978
DDXPLUS_475890,DDXPlus,Complex,0.3671,2.0747,2.0747,0.0,1,1,0,solo,solo,group-3,482,482,3886
DDXPLUS_4759,DDXPlus,Complex,0.4521,0.0,1.9646,0.2512,0,1,1,group-2,solo,group-3,2142,509,3981
DDXPLUS_4761,DDXPlus,Moderate,0.3418,0.0,0.0,0.0,0,0,0,solo,solo,group-3,356,356,3810
DDXPLUS_48017,DDXPlus,Complex,0.3804,2.5063,2.5063,0.2533,1,1,1,solo,solo,group-3,399,399,3948
DDXPLUS_480820,DDXPlus,Complex,0.4082,0.4478,2.3095,0.2428,1,1,1,group-2,solo,group-3,2233,433,4119
DDXPLUS_481448,DDXPlus,Complex,0.4518,0.4798,0.0,0.0,1,0,0,group-2,solo,group-3,2084,466,3894
DDXPLUS_482793,DDXPlus,Complex,0.734,0.0,0.0,0.0,0,0,0,group-3,solo,group-3,4977,886,4977
DDXPLUS_483463,DDXPlus,Complex,0.3754,2.5773,2.5773,0.2596,1,1,1,solo,solo,group-3,388,388,3852
DDXPLUS_483515,DDXPlus,Moderate,0.2984,2.0921,2.0921,0.266,1,1,1,solo,solo,group-3,478,478,3759
DDXPLUS_484641,DDXPlus,Complex,0.5001,0.0,0.0,0.0,0,0,0,group-2,solo,group-3,2342,630,4281
DDXPLUS_485049,DDXPlus,Complex,0.463,0.4704,2.3419,0.2527,1,1,1,group-2,solo,group-3,2126,427,3958
DDXPLUS_485831,DDXPlus,Complex,0.6713,0.2215,1.5773,0.2215,1,1,1,group-3,solo,group-3,4515,634,4515
DDXPLUS_486372,DDXPlus,Complex,0.365,0.0,0.0,0.2484,0,0,1,solo,solo,group-3,430,430,4026
DDXPLUS_486492,DDXPlus,Complex,0.6114,0.0,0.0,0.0,0,0,0,group-3,solo,group-3,4560,605,4560
DDXPLUS_488082,DDXPlus,Complex,0.5728,0.416,1.912,0.2286,1,1,1,group-2,solo,group-3,2404,523,4374
DDXPLUS_488128,DDXPlus,Complex,0.3804,2.0833,2.0833,0.0,1,1,0,solo,solo,group-3,480,480,3804
DDXPLUS_488656,DDXPlus,Complex,0.4478,0.0,2.2523,0.2495,0,1,1,group-2,solo,group-3,2160,444,4008
DDXPLUS_490525,DDXPlus,Moderate,0.3498,1.7953,1.7953,0.0,1,1,0,solo,solo,group-3,557,557,3576
DDXPLUS_49117,DDXPlus,Complex,0.504,0.3646,1.2136,0.2048,1,1,1,group-2,solo,group-3,2743,824,4883
DDXPLUS_491574,DDXPlus,Moderate,0.3203,1.8727,1.8727,0.0,1,1,0,solo,solo,group-3,534,534,3947
DDXPLUS_492393,DDXPlus,Complex,0.6035,0.0,0.0,0.0,0,0,0,group-3,solo,group-3,4161,563,4161
DDXPLUS_494211,DDXPlus,Moderate,0.2425,0.0,0.0,0.2764,0,0,1,solo,solo,group-3,260,260,3618
DDXPLUS_494309,DDXPlus,Moderate,0.3252,0.0,0.0,0.2539,0,0,1,solo,solo,group-3,361,361,3938
DDXPLUS_494842,DDXPlus,Complex,0.543,0.4122,1.6949,0.2269,1,1,1,group-2,solo,group-3,2426,590,4407
DDXPLUS_495008,DDXPlus,Complex,0.838,0.0,0.0,0.0,0,0,0,MDT,solo,group-3,11763,940,5498
DDXPLUS_496181,DDXPlus,Moderate,0.3511,1.6103,1.6103,0.0,1,1,0,solo,solo,group-3,621,621,3885
DDXPLUS_496702,DDXPlus,Complex,0.7013,0.2042,1.1038,0.2042,1,1,1,group-3,solo,group-3,4898,906,4898
DDXPLUS_496784,DDXPlus,Complex,0.6613,0.1994,0.0,0.1994,1,0,1,group-3,solo,group-3,5016,771,5016
DDXPLUS_497733,DDXPlus,Complex,0.3767,0.0,0.0,0.0,0,0,0,solo,solo,group-3,604,604,4055
DDXPLUS_49859,DDXPlus,Complex,0.4636,0.473,1.6529,0.2559,1,1,1,group-2,solo,group-3,2114,605,3908
DDXPLUS_499523,DDXPlus,Complex,0.4933,0.41,1.7986,0.2259,1,1,1,group-2,solo,group-3,2439,556,4427
DDXPLUS_499839,DDXPlus,Moderate,0.3034,2.1277,2.1277,0.282,1,1,1,solo,solo,group-3,470,470,3546
DDXPLUS_500242,DDXPlus,Complex,0.4151,0.4902,1.6863,0.2612,1,1,1,group-2,solo,group-3,2040,593,3828
DDXPLUS_500462,DDXPlus,Complex,0.4973,0.409,1.8349,0.2254,1,1,1,group-2,solo,group-3,2445,545,4437
DDXPLUS_501301,DDXPlus,Complex,0.5766,0.0,1.8051,0.0,0,1,0,group-2,solo,group-3,2410,554,4383
DDXPLUS_501830,DDXPlus,Complex,0.3927,0.0,0.0,0.0,0,0,0,solo,solo,group-3,400,400,3861
DDXPLUS_502080,DDXPlus,Moderate,0.2248,2.9762,2.9762,0.3216,1,1,1,solo,solo,group-3,336,336,3109
DDXPLUS_502432,DDXPlus,Complex,0.4614,0.4591,2.1097,0.2483,1,1,1,group-2,solo,group-3,2178,474,4028
DDXPLUS_50278,DDXPlus,Moderate,0.3311,0.0,0.0,0.0,0,0,0,solo,solo,group-3,403,403,3879
DDXPLUS_504151,DDXPlus,Moderate,0.179,0.0,0.0,0.2934,0,0,1,solo,solo,group-3,224,224,3408
DDXPLUS_504356,DDXPlus,Complex,0.4369,0.0,0.0,0.0,0,0,0,group-2,solo,group-3,2290,686,4203
DDXPLUS_504367,DDXPlus,Complex,0.4416,0.4669,1.4903,0.2513,1,1,1,group-2,solo,group-3,2142,671,3980
DDXPLUS_504577,DDXPlus,Complex,0.4015,0.0,1.8018,0.0,0,1,0,group-2,solo,group-3,2180,555,4038
DDXPLUS_504834,DDXPlus,Complex,0.4522,0.4748,1.8116,0.2546,1,1,1,group-2,solo,group-3,2106,552,3927
DDXPLUS_507095,DDXPlus,Complex,0.4789,0.4575,2.1097,0.2492,1,1,1,group-2,solo,group-3,2186,474,4013
DDXPLUS_508180,DDXPlus,Complex,0.6529,0.221,1.6529,0.221,1,1,1,group-3,solo,group-3,4525,605,4525
DDXPLUS_50865,DDXPlus,Complex,0.4053,0.4369,0.0,0.2379,1,0,1,group-2,solo,group-3,2289,447,4203
DDXPLUS_509330,DDXPlus,Moderate,0.2575,2.681,2.681,0.2888,1,1,1,solo,solo,group-3,373,373,3463
DDXPLUS_509390,DDXPlus,Complex,0.7767,0.1905,1.2361,0.1905,1,1,1,group-3,solo,group-3,5249,809,5249
DDXPLUS_509442,DDXPlus,Complex,0.5203,0.4545,1.2723,0.2458,1,1,1,group-2,solo,group-3,2200,786,4069
DDXPLUS_509873,DDXPlus,Complex,0.804,0.0,1.2151,0.0,0,1,0,MDT,solo,group-3,11375,823,5091
DDXPLUS_510241,DDXPlus,Complex,0.6588,0.0,1.2642,0.0,0,1,0,group-3,solo,group-3,4701,791,4701
DDXPLUS_510409,DDXPlus,Complex,0.4286,0.0,0.0,0.0,0,0,0,group-2,solo,group-3,2070,419,3873
DDXPLUS_510570,DDXPlus,Complex,0.5225,0.4394,0.0,0.2391,1,0,1,group-2,solo,group-3,2276,484,4183
DDXPLUS_511301,DDXPlus,Complex,0.5866,0.0,1.4006,0.0,0,1,0,group-2,solo,group-3,2563,714,4614
DDXPLUS_511599,DDXPlus,Moderate,0.2743,1.8116,1.8116,0.26,1,1,1,solo,solo,group-3,552,552,3846
DDXPLUS_512278,DDXPlus,Complex,0.7354,0.1946,1.0267,0.1946,1,1,1,group-3,solo,group-3,5139,974,5139
DDXPLUS_512470,DDXPlus,Moderate,0.3444,0.0,0.0,0.0,0,0,0,solo,solo,group-3,403,403,3816
DDXPLUS_512995,DDXPlus,Complex,0.4746,0.4757,2.2936,0.255,1,1,1,group-2,solo,group-3,2102,436,3921
DDXPLUS_513137,DDXPlus,Complex,0.3771,2.7027,2.7027,0.2541,1,1,1,solo,solo,group-3,370,370,3936
DDXPLUS_513699,DDXPlus,Complex,0.5895,0.0,1.5924,0.2242,0,1,1,group-2,solo,group-3,2462,628,4461
DDXPLUS_515125,DDXPlus,Complex,0.4388,0.4708,0.0,0.2529,1,0,1,group-2,solo,group-3,2124,608,3954
DDXPLUS_516490,DDXPlus,Moderate,0.2217,0.0,0.0,0.0,0,0,0,solo,solo,group-3,360,360,3609
DDXPLUS_517119,DDXPlus,Complex,0.5807,0.3738,1.5848,0.0,1,1,0,group-2,solo,group-3,2675,631,4782
DDXPLUS_517138,DDXPlus,Complex,0.602,0.0,1.1198,0.0,0,1,0,group-3,solo,group-3,4739,893,4739
DDXPLUS_517551,DDXPlus,Complex,0.441,0.0,1.9011,0.0,0,1,0,group-2,solo,group-3,2186,526,4046
DDXPLUS_518528,DDXPlus,Complex,0.4184,0.4352,0.0,0.2372,1,0,1,group-2,solo,group-3,2298,521,4215
DDXPLUS_518744,DDXPlus,Complex,0.4163,0.4808,1.6026,0.2572,1,1,1,group-2,solo,group-3,2080,624,3888
DDXPLUS_518931,DDXPlus,Complex,0.3843,2.4691,2.4691,0.2539,1,1,1,solo,solo,group-3,405,405,3939
DDXPLUS_519311,DDXPlus,Complex,0.7473,0.1904,1.0204,0.1904,1,1,1,group-3,solo,group-3,5253,980,5253
DDXPLUS_520090,DDXPlus,Complex,0.3827,2.2371,2.2371,0.2604,1,1,1,solo,solo,group-3,447,447,3840
DDXPLUS_520478,DDXPlus,Complex,0.5921,0.0,0.0,0.0,0,0,0,group-2,solo,group-3,2477,592,4485
DDXPLUS_520487,DDXPlus,Moderate,0.2942,2.6954,2.6954,0.2748,1,1,1,solo,solo,group-3,371,371,3639
DDXPLUS_520505,DDXPlus,Complex,0.4849,0.4348,2.0661,0.2371,1,1,1,group-2,solo,group-3,2300,484,4218
DDXPLUS_521510,DDXPlus,Complex,0.3689,0.0,0.0,0.2749,0,0,1,solo,solo,group-3,384,384,3638
DDXPLUS_524393,DDXPlus,Moderate,0.3209,1.773,1.773,0.2578,1,1,1,solo,solo,group-3,564,564,3879
DDXPLUS_524621,DDXPlus,Complex,0.365,1.7825,1.7825,0.2693,1,1,1,solo,solo,group-3,561,561,3714
DDXPLUS_524809,DDXPlus,Moderate,0.3465,0.0,0.0,0.0,0,0,0,solo,solo,group-3,379,379,3771
DDXPLUS_526281,DDXPlus,Complex,0.7823,0.1911,1.003,0.1911,1,1,1,group-3,solo,group-3,5233,997,5233
DDXPLUS_526521,DDXPlus,Moderate,0.1656,0.0,0.0,0.3264,0,0,1,solo,solo,group-3,211,211,3064
DDXPLUS_527217,DDXPlus,Complex,0.7207,0.1986,1.2107,0.1986,1,1,1,group-3,solo,group-3,5036,826,5036
DDXPLUS_527500,DDXPlus,Complex,0.3598,0.0,0.0,0.2592,0,0,1,solo,solo,group-3,360,360,3858
DDXPLUS_528207,DDXPlus,Complex,0.4214,0.0,0.0,0.0,0,0,0,group-2,solo,group-3,2158,444,4005
DDXPLUS_529060,DDXPlus,Moderate,0.3069,2.5189,2.5189,0.2693,1,1,1,solo,solo,group-3,397,397,3714
DDXPLUS_529546,DDXPlus,Moderate,0.3014,3.2787,3.2787,0.2864,1,1,1,solo,solo,group-3,305,305,3492
DDXPLUS_529687,DDXPlus,Complex,0.5553,0.4314,0.0,0.2356,1,0,1,group-2,solo,group-3,2318,589,4245
DDXPLUS_531905,DDXPlus,Complex,0.4342,0.4496,0.0,0.2441,1,0,1,group-2,solo,group-3,2224,562,4097
DDXPLUS_533008,DDXPlus,Complex,0.498,0.4255,0.0,0.2329,1,0,1,group-2,solo,group-3,2350,476,4293
DDXPLUS_534249,DDXPlus,Complex,0.7807,0.1968,1.0846,0.1968,1,1,1,group-3,solo,group-3,5082,922,5082
DDXPLUS_534946,DDXPlus,Complex,0.4536,0.0,1.6584,0.2395,0,1,1,group-2,solo,group-3,2272,603,4175
DDXPLUS_535286,DDXPlus,Complex,0.4303,0.4845,2.457,0.2589,1,1,1,group-2,solo,group-3,2064,407,3863
DDXPLUS_535497,DDXPlus,Complex,0.5421,0.4444,1.7391,0.2414,1,1,1,group-2,solo,group-3,2250,575,4143
DDXPLUS_537984,DDXPlus,Moderate,0.3494,2.1368,2.1368,0.2726,1,1,1,solo,solo,group-3,468,468,3669
DDXPLUS_537999,DDXPlus,Complex,0.5401,0.4193,1.4493,0.23,1,1,1,group-2,solo,group-3,2385,690,4347
DDXPLUS_539702,DDXPlus,Complex,0.4264,0.4533,0.0,0.2453,1,0,1,group-2,solo,group-3,2206,430,4077
DDXPLUS_540724,DDXPlus,Complex,0.572,0.4108,1.7212,0.2263,1,1,1,group-2,solo,group-3,2434,581,4419
DDXPLUS_541389,DDXPlus,Moderate,0.3051,1.6667,1.6667,0.2515,1,1,1,solo,solo,group-3,600,600,3976
DDXPLUS_542623,DDXPlus,Complex,0.4736,0.0,0.0,0.0,0,0,0,group-2,solo,group-3,2156,502,3991
DDXPLUS_54265,DDXPlus,Moderate,0.2897,2.0661,2.0661,0.0,1,1,0,solo,solo,group-3,484,484,3807
DDXPLUS_543435,DDXPlus,Complex,0.4846,0.0,2.0367,0.2342,0,1,1,group-2,solo,group-3,2333,491,4269
DDXPLUS_543817,DDXPlus,Complex,0.7315,0.2058,1.4205,0.2058,1,1,1,group-3,solo,group-3,4860,704,4860
DDXPLUS_544182,DDXPlus,Moderate,0.3188,2.9851,2.9851,0.2777,1,1,1,solo,solo,group-3,335,335,3601
DDXPLUS_545296,DDXPlus,Complex,0.3572,0.0,0.0,0.0,0,0,0,solo,solo,group-3,605,605,4041
DDXPLUS_545404,DDXPlus,Moderate,0.2721,0.0,0.0,0.2712,0,0,1,solo,solo,group-3,328,328,3687
DDXPLUS_545623,DDXPlus,Complex,0.4408,0.0,0.0,0.0,0,0,0,group-2,solo,group-3,2180,702,4037
DDXPLUS_547167,DDXPlus,Complex,0.464,0.4095,1.8349,0.2272,1,1,1,group-2,solo,group-3,2442,545,4402
DDXPLUS_547346,DDXPlus,Complex,0.4495,0.0,0.0,0.0,0,0,0,group-2,solo,group-3,2222,583,4100
DDXPLUS_547965,DDXPlus,Complex,0.3747,1.3477,1.3477,0.241,1,1,1,solo,solo,group-3,742,742,4149
DDXPLUS_548349,DDXPlus,Complex,0.5041,0.0,0.0,0.0,0,0,0,group-2,solo,group-3,2377,507,4335
DDXPLUS_548716,DDXPlus,Moderate,0.1022,0.0,0.0,0.0,0,0,0,solo,solo,group-3,158,158,3175
DDXPLUS_549147,DDXPlus,Complex,0.4264,0.4873,1.7513,0.26,1,1,1,group-2,solo,group-3,2052,571,3846
DDXPLUS_550186,DDXPlus,Complex,0.4287,0.4735,0.0,0.2548,1,0,1,group-2,solo,group-3,2112,417,3925
DDXPLUS_550721,DDXPlus,Complex,0.4234,0.46,2.0534,0.2483,1,1,1,group-2,solo,group-3,2174,487,4028
DDXPLUS_550815,DDXPlus,Complex,0.4739,0.4296,1.8868,0.0,1,1,0,group-2,solo,group-3,2328,530,4260
DDXPLUS_551041,DDXPlus,Moderate,0.2963,1.7857,1.7857,0.2726,1,1,1,solo,solo,group-3,560,560,3669
DDXPLUS_551335,DDXPlus,Complex,0.864,0.0,0.9852,0.1765,0,1,1,MDT,solo,group-3,12340,1015,5667
DDXPLUS_552083,DDXPlus,Moderate,0.3384,1.5974,1.5974,0.0,1,1,0,solo,solo,group-3,626,626,3762
DDXPLUS_55215,DDXPlus,Complex,0.3926,1.9531,1.9531,0.257,1,1,1,solo,solo,group-3,512,512,3891
DDXPLUS_552225,DDXPlus,Complex,0.822,0.0855,1.1416,0.1839,1,1,1,MDT,solo,group-3,11698,876,5439
DDXPLUS_552528,DDXPlus,Complex,0.5046,0.4292,1.3123,0.2346,1,1,1,group-2,solo,group-3,2330,762,4263
DDXPLUS_552990,DDXPlus,Complex,0.4325,0.4766,1.5748,0.2637,1,1,1,group-2,solo,group-3,2098,635,3792
DDXPLUS_554110,DDXPlus,Complex,0.3618,2.7397,2.7397,0.2695,1,1,1,solo,solo,group-3,365,365,3711
DDXPLUS_554946,DDXPlus,Complex,0.7609,0.2061,1.3316,0.2061,1,1,1,group-3,solo,group-3,4851,751,4851
DDXPLUS_555277,DDXPlus,Complex,0.592,0.3798,1.4472,0.212,1,1,1,group-2,solo,group-3,2633,691,4717
DDXPLUS_556884,DDXPlus,Complex,0.3855,2.2124,2.2124,0.2455,1,1,1,solo,solo,group-3,452,452,4074
DDXPLUS_557799,DDXPlus,Complex,0.824,0.0853,1.1198,0.1841,1,1,1,MDT,solo,group-3,11718,893,5433
DDXPLUS_558220,DDXPlus,Moderate,0.2134,4.3478,4.3478,0.2982,1,1,1,solo,solo,group-3,230,230,3354
DDXPLUS_55944,DDXPlus,Complex,0.5271,0.0,1.5291,0.0,0,1,0,group-2,solo,group-3,2290,654,4164
DDXPLUS_559913,DDXPlus,Complex,0.479,0.0,0.0,0.0,0,0,0,group-2,solo,group-3,2138,579,3975
DDXPLUS_560413,DDXPlus,Complex,0.5134,0.0,0.0,0.0,0,0,0,group-2,solo,group-3,2296,556,4212
